,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
5806,65,23,0.0,0,1365,600.0,5,0
5807,31,69,0.0,0,865,200.0,5,0
5808,79,69,0.0,0,972,400.0,5,0
5809,2,14,3.3,14,390,250.0,5,79
5810,31,69,0.0,0,1517,450.0,6,0
5811,94,80,0.0,0,1863,0.0,3,0
5812,93,69,0.0,0,1365,500.0,6,0
5813,41,69,0.0,0,2046,400.0,6,0
5814,92,69,3.4,11,1365,400.0,6,82
5815,17,3,3.3,8,112,200.0,6,62
5816,65,69,2.9,6,1287,300.0,3,17
5817,32,58,3.3,22,506,1500.0,1,77
5818,75,69,3.3,12,865,200.0,6,92
5819,50,14,0.0,0,388,200.0,3,0
5820,93,69,3.1,9,865,300.0,3,56
5821,93,69,2.9,6,2449,150.0,3,50
5822,37,69,3.8,82,1951,300.0,5,96
5823,67,80,0.0,0,2463,0.0,3,0
5824,41,15,0.0,0,344,650.0,6,0
5825,84,69,3.2,8,479,300.0,3,74
5826,34,34,3.5,26,652,0.0,1,88
5827,51,23,3.4,51,502,800.0,1,64
5828,68,23,0.0,0,1581,800.0,6,0
5829,65,14,2.8,18,388,500.0,3,39
5830,46,80,3.9,44,283,0.0,5,34
5831,45,69,3.2,16,2463,100.0,3,56
5832,86,0,3.3,15,102,400.0,5,80
5833,96,80,0.0,0,874,0.0,5,0
5834,92,69,3.2,8,865,150.0,5,62
5835,0,35,3.3,12,1177,200.0,3,75
5836,32,14,3.6,50,874,500.0,3,94
5837,94,80,3.6,19,1119,0.0,6,79
5838,37,69,0.0,0,2463,150.0,6,0
5839,65,69,3.5,22,527,350.0,6,90
5840,92,69,3.4,26,479,250.0,5,76
5841,69,50,0.0,0,479,300.0,5,0
5842,75,69,0.0,0,1326,200.0,5,0
5843,45,34,3.3,10,865,0.0,5,90
5844,67,69,3.4,15,671,250.0,6,87
5845,45,69,0.0,0,874,300.0,6,0
5846,17,23,3.0,6,579,400.0,6,83
5847,85,69,3.6,23,1648,500.0,6,78
5848,25,69,0.0,0,1581,350.0,3,0
5849,37,80,3.7,25,1517,0.0,5,72
5850,32,69,3.3,12,865,450.0,5,75
5851,58,23,0.0,0,1711,650.0,1,0
5852,16,47,3.2,8,1473,100.0,3,100
5853,16,69,3.4,25,256,350.0,6,88
5854,94,69,0.0,0,2504,450.0,3,0
5855,41,69,3.1,5,1396,150.0,3,60
5856,67,69,3.2,6,200,500.0,1,66
5857,4,69,2.9,9,1554,350.0,3,89
5858,45,69,3.3,13,2125,200.0,6,85
5859,92,69,3.3,43,201,400.0,6,79
5860,15,23,3.3,15,2142,700.0,6,79
5861,23,69,3.2,12,1581,400.0,6,51
5862,61,69,3.6,45,675,400.0,3,91
5863,67,69,0.0,0,1034,200.0,5,0
5864,67,69,0.0,0,874,400.0,5,0
5865,45,34,3.2,8,1951,0.0,5,87
5866,83,23,0.0,0,2152,550.0,6,0
5867,62,23,3.0,11,2139,1200.0,6,37
5868,37,69,0.0,0,479,250.0,3,0
5869,42,69,3.3,9,479,350.0,3,67
5870,73,69,3.0,6,2234,200.0,5,66
5871,80,69,0.0,0,2106,550.0,6,0
5872,17,69,3.1,4,2363,400.0,3,100
5873,93,69,0.0,0,865,150.0,5,0
5874,13,69,0.0,0,2288,200.0,5,0
5875,37,69,0.0,0,2006,300.0,3,0
5876,13,69,0.0,0,2157,300.0,6,0
5877,75,69,3.9,19,2463,150.0,6,64
5878,67,69,3.0,4,1581,400.0,3,100
5879,2,69,0.0,0,2041,700.0,5,0
5880,85,69,0.0,0,874,450.0,6,0
5881,85,69,0.0,0,985,300.0,3,0
5882,94,69,0.0,0,1581,400.0,6,0
5883,41,69,3.2,6,2463,150.0,3,100
5884,45,69,3.1,10,2218,250.0,3,70
5885,94,35,0.0,0,1159,150.0,5,0
5886,90,34,3.3,20,2006,0.0,5,75
5887,32,47,3.0,5,1272,550.0,5,80
5888,37,14,3.2,11,388,150.0,6,73
5889,18,14,0.0,0,356,200.0,3,0
5890,68,80,3.0,6,1803,0.0,5,66
5891,9,80,3.3,11,200,0.0,5,100
5892,37,14,3.3,30,355,400.0,6,74
5893,42,69,0.0,0,1517,300.0,6,0
5894,31,69,0.0,0,2081,300.0,3,0
5895,37,23,3.2,5,1736,600.0,6,60
5896,45,76,0.0,0,1451,300.0,5,0
5897,34,34,0.0,0,1517,0.0,5,0
5898,26,34,0.0,0,663,0.0,5,0
5899,42,69,0.0,0,2399,500.0,1,0
5900,67,69,0.0,0,1517,400.0,1,0
5901,67,69,0.0,0,489,300.0,3,0
5902,17,69,0.0,0,1763,200.0,6,0
5903,31,69,0.0,0,2351,200.0,5,0
5904,95,69,3.1,6,1581,350.0,3,83
5905,45,69,0.0,0,1365,200.0,3,0
5906,68,14,0.0,0,338,600.0,6,0
5907,75,69,0.0,0,1047,400.0,5,0
5908,94,69,0.0,0,479,250.0,5,0
5909,53,69,0.0,0,479,350.0,3,0
5910,94,35,3.1,6,814,200.0,3,100
5911,45,69,0.0,0,878,250.0,3,0
5912,31,69,2.9,4,1047,250.0,5,25
5913,65,69,3.1,5,898,350.0,5,80
5914,45,69,0.0,0,865,300.0,5,0
5915,32,0,3.1,4,102,450.0,6,75
5916,84,69,0.0,0,865,300.0,3,0
5917,60,79,0.0,0,2374,0.0,5,0
5918,17,23,0.0,0,2106,700.0,6,0
5919,32,47,0.0,0,865,300.0,3,0
5920,22,69,3.5,11,900,350.0,3,73
5921,45,80,3.6,21,264,0.0,5,86
5922,45,80,0.0,0,515,0.0,5,0
5923,32,80,0.0,0,1736,0.0,5,0
5924,32,69,0.0,0,1365,350.0,3,0
5925,32,69,3.1,6,1581,550.0,5,66
5926,32,69,3.2,9,865,300.0,5,100
5927,15,69,0.0,0,865,200.0,3,0
5928,42,69,3.0,4,675,300.0,3,40
5929,42,69,3.3,14,2198,400.0,6,86
5930,97,69,0.0,0,878,300.0,5,0
5931,0,69,3.2,7,2188,600.0,6,100
5932,45,69,0.0,0,264,250.0,6,0
5933,42,23,3.2,10,639,500.0,6,70
5934,67,80,3.2,8,2463,0.0,5,100
5935,42,0,3.6,46,93,350.0,3,91
5936,26,60,0.0,0,1517,200.0,1,0
5937,77,5,0.0,0,1069,900.0,1,0
5938,31,69,0.0,0,1581,400.0,5,0
5939,20,69,0.0,0,2463,100.0,3,0
5940,80,80,0.0,0,200,0.0,5,0
5941,45,69,3.0,4,2150,200.0,3,100
5942,81,34,0.0,0,1365,0.0,3,0
5943,41,80,0.0,0,1517,0.0,3,0
5944,90,80,0.0,0,2351,0.0,9,0
5945,61,69,0.0,0,516,350.0,3,0
5946,31,69,0.0,0,2463,200.0,3,0
5947,20,69,0.0,0,1517,250.0,6,0
5948,96,34,3.4,22,1903,0.0,3,81
5949,94,0,0.0,0,102,300.0,6,0
5950,92,69,0.0,0,1412,500.0,3,0
5951,22,34,0.0,0,1581,0.0,5,0
5952,41,34,0.0,0,2542,0.0,5,0
5953,84,80,3.6,32,1863,0.0,3,97
5954,68,69,0.0,0,874,450.0,6,0
5955,42,69,0.0,0,1322,200.0,3,0
5956,41,69,0.0,0,2464,100.0,3,0
5957,31,69,0.0,0,1581,500.0,6,0
5958,94,69,3.4,8,2498,300.0,6,100
5959,93,69,0.0,0,264,400.0,3,0
5960,50,23,0.0,0,1717,500.0,6,0
5961,93,80,0.0,0,1648,0.0,3,0
5962,37,80,3.2,7,579,0.0,3,86
5963,41,80,0.0,0,102,0.0,3,0
5964,60,69,0.0,0,264,250.0,5,0
5965,90,69,3.5,21,874,300.0,5,86
5966,31,80,0.0,0,1517,0.0,5,0
5967,92,80,3.3,11,200,0.0,5,82
5968,61,23,0.0,0,592,550.0,6,0
5969,61,69,0.0,0,874,250.0,3,0
5970,91,34,0.0,0,1127,0.0,6,0
5971,91,69,0.0,0,865,200.0,6,0
5972,69,80,0.0,0,1517,0.0,6,0
5973,88,69,0.0,0,1983,550.0,6,0
5974,17,69,0.0,0,2519,100.0,3,0
5975,95,80,0.0,0,2099,0.0,5,0
5976,41,34,0.0,0,203,0.0,5,0
5977,32,69,2.9,4,2256,300.0,6,25
5978,92,69,0.0,0,865,300.0,6,0
5979,80,69,0.0,0,2463,100.0,5,0
5980,46,34,0.0,0,2463,0.0,5,0
5981,60,69,0.0,0,267,400.0,6,0
5982,23,69,0.0,0,1517,300.0,5,0
5983,36,69,0.0,0,1334,250.0,1,0
5984,71,69,0.0,0,307,350.0,6,0
5985,7,69,0.0,0,2107,500.0,6,0
5986,66,80,0.0,0,1554,0.0,5,0
5987,45,80,0.0,0,1554,0.0,5,0
5988,96,34,0.0,0,200,0.0,5,0
5989,93,69,0.0,0,1581,300.0,5,0
5990,46,34,0.0,0,865,0.0,5,0
5991,80,80,0.0,0,2351,0.0,5,0
5992,54,34,0.0,0,264,0.0,5,0
5993,88,23,0.0,0,1758,700.0,6,0
5994,31,11,0.0,0,174,350.0,3,0
5995,92,80,0.0,0,334,0.0,6,0
5996,68,34,0.0,0,1517,0.0,5,0
5997,65,69,0.0,0,1581,300.0,6,0
5998,84,34,0.0,0,865,0.0,3,0
5999,32,34,0.0,0,2234,0.0,3,0
6000,17,69,3.1,8,479,350.0,6,74
6001,75,69,0.0,0,874,400.0,6,0
6002,36,13,3.8,116,1517,300.0,5,97
6003,41,80,0.0,0,264,0.0,6,0
6004,90,0,3.0,6,93,400.0,6,67
6005,79,69,0.0,0,1581,300.0,1,0
6006,7,69,3.2,10,1008,400.0,3,90
6007,31,69,0.0,0,1331,300.0,3,0
6008,32,69,3.1,8,1581,500.0,6,74
6009,4,35,3.5,24,102,300.0,3,92
6010,22,69,3.1,6,2351,400.0,6,100
6011,0,69,3.6,48,1517,500.0,6,86
6012,60,0,3.3,12,93,200.0,5,92
6013,94,69,0.0,0,1396,200.0,3,0
6014,94,69,3.2,10,43,400.0,3,100
6015,45,0,3.2,5,93,200.0,6,60
6016,94,69,3.1,9,1326,200.0,6,67
6017,37,23,3.6,71,1517,500.0,3,94
6018,94,47,3.5,24,900,400.0,3,84
6019,49,69,0.0,0,2246,300.0,5,0
6020,90,69,0.0,0,2070,400.0,5,0
6021,68,69,2.9,15,1736,500.0,6,60
6022,50,69,3.6,25,29,300.0,3,92
6023,72,69,3.2,4,865,300.0,5,75
6024,92,80,3.7,101,1581,0.0,5,91
6025,75,69,0.0,0,1326,200.0,3,0
6026,50,69,0.0,0,1581,350.0,5,0
6027,41,80,3.5,11,1882,0.0,5,91
6028,44,79,3.8,57,815,0.0,5,91
6029,50,80,3.0,14,865,0.0,5,58
6030,0,69,3.0,19,1517,300.0,5,37
6031,7,23,3.3,10,1365,600.0,3,30
6032,41,69,0.0,0,1022,350.0,3,0
6033,92,80,3.1,4,1554,0.0,5,100
6034,92,69,3.4,16,234,250.0,3,88
6035,73,34,3.2,8,1581,0.0,3,61
6036,7,69,0.0,0,2199,200.0,5,0
6037,84,69,0.0,0,650,250.0,3,0
6038,60,69,0.0,0,1044,250.0,5,0
6039,68,69,0.0,0,865,200.0,3,0
6040,24,69,0.0,0,1326,200.0,3,0
6041,31,69,3.3,18,579,300.0,3,94
6042,42,69,3.1,6,1707,600.0,1,66
6043,36,69,0.0,0,865,500.0,6,0
6044,88,69,0.0,0,2234,300.0,3,0
6045,93,7,0.0,0,1717,1200.0,1,0
6046,58,69,0.0,0,2351,250.0,3,0
6047,90,80,3.2,6,1517,0.0,5,100
6048,61,69,3.2,6,874,250.0,3,100
6049,63,69,0.0,0,2351,400.0,3,0
6050,42,69,3.1,6,1951,450.0,3,50
6051,16,69,3.6,39,959,400.0,6,94
6052,73,80,0.0,0,906,0.0,6,0
6053,42,69,0.0,0,1581,350.0,6,0
6054,88,69,2.9,4,1767,300.0,3,75
6055,35,0,3.7,74,119,300.0,3,94
6056,31,69,3.5,43,874,100.0,3,65
6057,92,80,2.9,10,530,0.0,6,50
6058,45,14,3.5,35,445,300.0,6,62
6059,42,69,3.5,68,40,500.0,3,83
6060,61,23,3.2,11,251,600.0,5,46
6061,68,23,3.1,7,634,800.0,6,57
6062,71,23,0.0,0,1326,400.0,5,0
6063,26,34,3.4,68,865,0.0,3,67
6064,67,10,0.0,0,1251,200.0,3,0
6065,94,69,3.2,10,1517,200.0,3,50
6066,42,35,3.1,4,103,300.0,5,75
6067,95,76,3.1,8,1442,300.0,1,38
6068,37,69,3.6,265,1263,350.0,5,52
6069,60,69,3.2,23,1951,200.0,3,65
6070,7,23,0.0,0,646,550.0,6,0
6071,61,23,2.9,5,2368,600.0,1,40
6072,76,2,3.5,31,102,300.0,6,68
6073,50,23,3.5,35,1581,500.0,6,97
6074,7,23,0.0,0,1983,1000.0,1,0
6075,63,69,3.7,58,1326,700.0,5,78
6076,7,69,3.1,4,1789,400.0,1,50
6077,37,79,3.0,4,2318,0.0,3,75
6078,39,69,3.0,4,1326,200.0,3,50
6079,85,69,3.3,14,985,250.0,6,37
6080,53,80,3.4,12,218,0.0,5,92
6081,0,14,3.4,42,338,250.0,5,40
6082,90,35,3.4,12,818,200.0,3,51
6083,93,69,3.3,63,2234,250.0,5,41
6084,92,69,3.6,35,987,500.0,6,68
6085,4,23,3.2,5,1326,300.0,6,80
6086,17,23,3.0,4,1753,800.0,1,25
6087,32,69,3.1,24,1792,500.0,5,49
6088,90,10,3.4,18,168,100.0,3,43
6089,94,76,3.3,13,1447,400.0,1,30
6090,31,69,3.2,20,479,400.0,5,75
6091,41,80,3.4,61,206,0.0,5,73
6092,13,80,2.8,8,865,0.0,6,49
6093,42,69,3.2,15,650,150.0,3,33
6094,75,69,3.3,72,200,300.0,5,43
6095,31,69,2.8,19,1581,500.0,5,26
6096,67,35,2.9,12,830,250.0,5,42
6097,90,69,3.7,46,2253,300.0,2,96
6098,93,69,3.4,20,2463,200.0,3,45
6099,98,80,3.7,66,200,0.0,5,85
6100,32,34,3.1,12,1517,0.0,5,83
6101,91,2,2.9,6,93,300.0,5,33
6102,5,80,3.5,20,814,0.0,3,85
6103,93,69,3.5,23,2351,150.0,3,40
6104,13,23,2.9,18,1646,450.0,5,49
6105,26,80,3.0,6,865,0.0,1,67
6106,31,23,3.3,31,1517,800.0,1,33
6107,41,69,3.6,39,2366,250.0,1,97
6108,60,69,0.0,0,1517,300.0,5,0
6109,50,69,3.4,39,1517,250.0,1,67
6110,53,14,3.3,9,338,300.0,1,56
6111,17,69,0.0,0,1951,300.0,3,0
6112,2,69,3.4,20,659,300.0,5,90
6113,93,69,3.2,11,1581,300.0,6,73
6114,13,23,3.1,9,579,800.0,5,78
6115,2,69,0.0,0,865,500.0,1,0
6116,32,47,3.5,25,13,400.0,6,52
6117,45,69,3.7,16,2463,200.0,3,44
6118,45,23,3.1,8,1668,500.0,6,49
6119,4,69,3.3,30,1648,400.0,6,43
6120,45,69,3.3,13,1517,250.0,5,69
6121,84,69,3.6,36,2198,150.0,3,66
6122,5,69,2.8,54,865,300.0,6,52
6123,75,24,3.2,14,1496,800.0,1,79
6124,26,35,3.4,9,1159,250.0,5,78
6125,45,69,3.4,79,865,400.0,3,72
6126,18,47,0.0,0,1047,350.0,3,0
6127,67,69,3.4,17,2463,150.0,5,64
6128,26,23,3.4,65,1224,550.0,6,54
6129,73,0,0.0,0,93,500.0,3,0
6130,18,13,0.0,0,1365,400.0,6,0
6131,4,14,3.3,23,388,500.0,5,43
6132,26,80,2.5,19,865,0.0,1,42
6133,9,69,3.2,10,1581,500.0,5,70
6134,58,24,3.3,15,753,1300.0,1,60
6135,81,23,0.0,0,1648,600.0,1,0
6136,94,69,3.7,49,2242,450.0,3,76
6137,6,69,3.6,37,1951,400.0,5,70
6138,6,69,0.0,0,1353,400.0,3,0
6139,5,69,3.3,80,218,750.0,5,49
6140,86,69,3.3,8,965,300.0,3,62
6141,88,69,3.4,35,581,700.0,6,88
6142,5,69,3.3,66,2375,300.0,1,76
6143,41,69,3.1,6,579,600.0,5,83
6144,37,23,3.2,9,479,300.0,5,45
6145,31,69,3.4,39,900,400.0,5,59
6146,17,80,3.2,67,230,0.0,5,51
6147,31,24,3.2,14,1581,750.0,1,65
6148,93,69,3.3,15,2463,100.0,3,46
6149,59,23,3.3,14,1590,500.0,6,44
6150,24,69,3.2,5,2351,300.0,5,60
6151,84,69,3.1,6,1326,300.0,5,83
6152,41,69,2.8,9,2378,300.0,3,33
6153,9,23,3.2,14,1863,600.0,5,50
6154,11,69,3.4,24,2539,200.0,3,67
6155,22,69,0.0,0,1329,350.0,5,0
6156,92,69,3.3,15,1033,500.0,6,40
6157,94,80,3.3,24,396,0.0,6,25
6158,61,23,0.0,0,1973,600.0,6,0
6159,59,23,3.1,6,2414,500.0,6,83
6160,31,69,3.4,16,479,300.0,6,87
6161,16,69,0.0,0,1326,150.0,3,0
6162,32,23,0.0,0,1581,500.0,3,0
6163,41,23,3.1,12,1581,500.0,6,75
6164,41,23,0.0,0,2406,500.0,6,0
6165,90,69,2.8,17,1517,400.0,5,76
6166,69,50,3.2,7,1300,300.0,3,100
6167,36,47,0.0,0,650,450.0,3,0
6168,31,69,3.1,6,200,400.0,5,83
6169,84,69,3.5,32,2351,250.0,6,66
6170,94,80,2.9,7,1700,0.0,1,14
6171,61,69,3.2,14,168,350.0,6,72
6172,84,76,0.0,0,1450,350.0,6,0
6173,42,23,3.4,27,1954,500.0,6,74
6174,90,14,4.0,61,819,500.0,1,74
6175,60,69,0.0,0,2463,100.0,5,0
6176,94,69,3.5,39,314,400.0,5,74
6177,0,69,0.0,0,865,400.0,6,0
6178,9,80,0.0,0,1326,0.0,5,0
6179,84,69,0.0,0,865,300.0,6,0
6180,94,69,0.0,0,479,600.0,3,0
6181,17,69,3.1,8,2351,150.0,3,100
6182,82,69,0.0,0,1044,300.0,3,0
6183,41,23,2.9,10,1581,1100.0,6,50
6184,32,69,3.3,16,900,350.0,5,74
6185,93,14,3.0,7,349,200.0,6,86
6186,95,69,3.5,25,865,300.0,3,88
6187,77,69,3.2,9,865,400.0,5,67
6188,92,69,0.0,0,971,300.0,3,0
6189,32,69,3.7,43,1581,400.0,5,90
6190,17,69,3.1,8,874,350.0,6,62
6191,32,69,0.0,0,2470,300.0,3,0
6192,75,69,3.1,8,2099,200.0,3,74
6193,93,69,2.9,9,1951,300.0,3,45
6194,64,69,3.4,22,865,150.0,3,100
6195,31,69,2.9,4,965,300.0,5,0
6196,16,69,3.1,8,264,200.0,6,62
6197,15,69,0.0,0,1326,600.0,6,0
6198,58,23,3.4,42,1881,800.0,6,84
6199,84,69,0.0,0,2463,300.0,6,0
6200,61,23,3.2,7,1951,600.0,6,57
6201,32,69,3.5,30,2198,500.0,6,73
6202,37,23,3.3,14,534,350.0,6,79
6203,44,69,3.8,73,865,150.0,3,91
6204,90,23,2.9,4,1581,550.0,1,0
6205,92,80,0.0,0,489,0.0,5,0
6206,60,69,3.1,7,1900,150.0,3,86
6207,50,69,3.0,13,142,350.0,3,38
6208,62,14,4.0,78,338,300.0,6,55
6209,68,69,3.1,9,1648,200.0,5,56
6210,29,23,2.9,10,1391,450.0,1,40
6211,84,69,3.5,36,2463,150.0,6,50
6212,84,69,2.8,57,2472,450.0,6,37
6213,5,80,0.0,0,1442,0.0,6,0
6214,84,23,3.4,63,1951,500.0,6,55
6215,42,69,0.0,0,865,150.0,3,0
6216,7,0,0.0,0,125,450.0,6,0
6217,7,69,3.3,15,1326,450.0,3,66
6218,31,69,3.3,17,1018,200.0,6,76
6219,45,69,3.4,18,1326,200.0,3,44
6220,31,69,2.8,44,1581,250.0,5,35
6221,31,23,3.0,5,1581,400.0,6,80
6222,4,69,3.5,38,1240,600.0,6,81
6223,23,23,3.5,186,1781,800.0,6,48
6224,42,69,2.9,12,1365,400.0,3,67
6225,31,69,2.9,19,1581,400.0,5,21
6226,16,69,3.6,20,2463,100.0,3,80
6227,38,23,0.0,0,579,800.0,1,0
6228,75,69,0.0,0,1326,250.0,6,0
6229,5,69,3.5,146,1271,600.0,6,48
6230,45,23,3.0,4,579,400.0,5,43
6231,84,69,3.2,75,311,300.0,6,34
6232,95,34,2.9,64,682,0.0,5,38
6233,41,58,3.2,12,1609,1000.0,1,50
6234,31,24,3.1,5,1581,800.0,1,100
6235,7,69,3.3,8,874,300.0,3,38
6236,9,23,3.2,16,537,350.0,3,31
6237,5,7,3.4,20,1231,1000.0,6,60
6238,84,69,3.5,70,1022,200.0,3,41
6239,90,80,3.8,225,932,0.0,6,66
6240,45,69,3.3,15,2318,400.0,5,66
6241,67,80,3.0,25,2006,0.0,1,16
6242,44,23,3.6,87,87,600.0,3,63
6243,23,69,3.2,35,865,300.0,6,53
6244,6,69,3.3,86,2436,500.0,6,33
6245,52,76,0.0,0,1451,500.0,6,0
6246,45,69,3.9,66,2463,200.0,3,63
6247,42,69,3.1,9,1489,600.0,1,45
6248,26,0,3.2,9,102,250.0,6,78
6249,61,69,3.3,19,2246,250.0,3,73
6250,32,34,3.0,6,1581,0.0,5,83
6251,65,69,3.2,9,1581,550.0,3,89
6252,45,69,2.8,81,874,250.0,6,28
6253,65,69,3.0,5,2463,200.0,3,40
6254,4,69,3.3,14,2463,150.0,5,51
6255,44,69,0.0,0,528,450.0,3,0
6256,94,0,3.7,40,93,400.0,3,92
6257,96,34,3.3,38,1517,0.0,5,52
6258,60,69,3.2,35,268,600.0,6,51
6259,60,23,3.3,14,630,700.0,6,29
6260,20,80,0.0,0,176,0.0,3,0
6261,94,35,3.2,16,830,150.0,5,19
6262,5,80,3.2,26,207,0.0,2,77
6263,31,69,3.1,5,1517,250.0,3,40
6264,90,69,3.0,6,489,250.0,6,66
6265,59,23,3.3,27,1691,500.0,1,70
6266,68,23,3.2,10,603,700.0,6,90
6267,39,69,0.0,0,865,300.0,1,0
6268,21,69,3.5,21,874,400.0,6,57
6269,4,69,3.1,66,267,800.0,3,53
6270,4,23,2.8,51,1581,650.0,1,54
6271,57,69,0.0,0,579,500.0,6,0
6272,90,34,2.7,39,1922,0.0,1,33
6273,45,69,3.3,49,1517,500.0,5,60
6274,45,23,3.5,86,1603,500.0,3,58
6275,3,57,0.0,0,793,800.0,6,0
6276,45,69,3.7,49,877,350.0,6,64
6277,90,23,3.3,21,1581,750.0,6,61
6278,45,23,3.4,16,1342,500.0,3,75
6279,94,14,3.5,32,338,400.0,5,60
6280,93,69,3.5,22,957,500.0,5,72
6281,6,80,3.0,31,1871,0.0,1,19
6282,45,80,0.0,0,515,0.0,5,0
6283,32,69,3.3,14,1581,400.0,6,57
6284,22,69,3.6,62,994,500.0,3,86
6285,44,69,3.1,6,865,250.0,3,83
6286,60,69,2.8,15,1871,550.0,6,73
6287,84,23,3.0,4,1951,350.0,6,50
6288,94,34,3.1,14,1581,0.0,5,50
6289,65,0,0.0,0,93,300.0,6,0
6290,9,23,2.8,19,1951,150.0,3,63
6291,7,23,3.2,7,1767,450.0,6,100
6292,26,69,3.4,23,1517,500.0,5,48
6293,35,23,3.4,24,1581,600.0,1,79
6294,67,23,2.8,7,1178,300.0,1,14
6295,20,23,0.0,0,2016,1200.0,1,0
6296,67,69,3.2,15,865,300.0,1,39
6297,94,69,3.9,112,1736,500.0,6,59
6298,31,69,3.2,14,865,200.0,5,43
6299,0,69,3.8,50,2463,200.0,5,64
6300,80,69,3.4,11,2131,400.0,6,46
6301,84,23,3.2,62,1259,500.0,6,35
6302,34,0,0.0,0,93,300.0,5,0
6303,25,2,2.9,15,102,350.0,1,20
6304,76,80,3.4,100,1765,0.0,5,34
6305,45,14,3.4,25,338,300.0,6,60
6306,32,80,3.4,139,1581,0.0,3,34
6307,41,69,3.4,13,479,350.0,3,54
6308,92,69,3.0,48,678,600.0,6,43
6309,75,69,3.2,7,1326,150.0,5,86
6310,71,23,0.0,0,579,350.0,1,0
6311,4,69,3.2,104,479,400.0,6,41
6312,42,23,2.9,46,2432,450.0,5,26
6313,6,23,2.6,34,479,550.0,5,12
6314,61,35,3.8,209,175,300.0,5,42
6315,15,23,0.0,0,579,600.0,6,0
6316,65,23,3.4,27,1783,500.0,5,52
6317,37,0,3.0,5,102,400.0,6,60
6318,71,23,2.9,14,1707,500.0,6,21
6319,17,23,2.9,127,1427,700.0,6,36
6320,53,10,2.8,9,1251,150.0,1,45
6321,6,69,3.4,61,251,300.0,6,55
6322,67,69,3.3,7,196,200.0,5,57
6323,85,69,3.3,12,2463,200.0,6,33
6324,60,47,3.2,50,2109,400.0,3,56
6325,32,34,3.0,7,1517,0.0,6,57
6326,5,34,3.9,673,1462,0.0,1,43
6327,4,47,3.5,31,2157,200.0,3,56
6328,36,23,0.0,0,603,500.0,6,0
6329,37,69,3.3,13,1517,300.0,6,69
6330,17,23,3.4,12,1581,600.0,1,92
6331,77,69,3.0,10,1707,450.0,3,30
6332,32,69,3.3,14,2146,500.0,5,65
6333,51,23,3.9,107,1863,750.0,5,48
6334,53,69,3.4,55,1517,550.0,6,68
6335,68,69,3.3,20,562,500.0,6,60
6336,94,69,3.0,17,1063,300.0,3,40
6337,84,69,2.7,55,1767,400.0,1,25
6338,31,69,3.4,55,2351,300.0,5,40
6339,31,69,3.4,21,865,200.0,6,33
6340,23,69,2.9,15,579,350.0,6,39
6341,59,69,3.0,7,579,500.0,6,57
6342,23,69,3.3,29,865,250.0,5,49
6343,91,69,0.0,0,1581,450.0,5,0
6344,94,14,3.4,26,349,450.0,5,53
6345,22,69,3.4,18,1783,250.0,1,61
6346,60,23,3.1,7,2157,400.0,5,57
6347,2,47,3.5,32,1326,750.0,1,22
6348,6,23,3.2,16,1365,500.0,6,31
6349,92,69,2.9,21,1517,350.0,5,24
6350,60,69,3.3,12,865,300.0,5,75
6351,35,23,3.7,66,638,450.0,3,34
6352,9,69,0.0,0,865,100.0,5,0
6353,26,35,3.7,231,1176,300.0,6,58
6354,93,69,3.2,50,639,450.0,6,42
6355,78,69,0.0,0,2463,100.0,5,0
6356,41,69,3.7,26,2463,150.0,5,49
6357,71,23,3.0,4,1980,500.0,6,50
6358,80,23,3.2,6,1326,400.0,5,50
6359,59,14,3.1,33,388,400.0,3,28
6360,41,47,0.0,0,865,100.0,1,0
6361,32,69,3.1,8,2351,100.0,5,37
6362,67,69,3.6,130,200,450.0,5,50
6363,94,14,3.3,25,354,450.0,6,68
6364,71,23,3.0,4,1365,500.0,6,75
6365,5,23,3.0,6,1581,500.0,1,33
6366,12,69,0.0,0,2463,150.0,5,0
6367,61,0,3.2,14,112,200.0,1,43
6368,84,23,3.5,33,1581,550.0,1,36
6369,51,23,3.3,14,1736,800.0,1,36
6370,84,23,3.2,9,579,350.0,6,67
6371,32,43,2.9,5,479,250.0,5,0
6372,31,23,3.4,36,1951,500.0,1,41
6373,5,23,3.5,47,1581,1300.0,1,31
6374,17,23,3.4,38,1581,850.0,1,40
6375,90,14,3.3,44,399,550.0,1,14
6376,5,76,3.0,5,1451,200.0,1,20
6377,68,7,0.0,0,1088,1000.0,1,0
6378,37,23,3.0,5,1581,500.0,1,60
6379,90,76,3.3,9,1442,100.0,1,89
6380,31,23,3.3,20,1581,800.0,1,40
6381,68,69,0.0,0,2351,150.0,3,0
6382,28,14,3.7,28,338,200.0,5,67
6383,18,23,2.6,19,1367,500.0,6,21
6384,15,23,3.0,7,1581,1200.0,1,43
6385,16,19,2.9,14,388,200.0,6,28
6386,17,69,3.3,9,1326,150.0,5,67
6387,91,78,3.4,30,1451,200.0,6,43
6388,45,80,3.1,4,93,0.0,5,75
6389,72,23,0.0,0,1581,500.0,6,0
6390,13,23,2.8,18,1509,500.0,5,27
6391,18,23,2.5,27,1720,500.0,5,19
6392,31,35,3.1,6,815,200.0,6,33
6393,61,69,3.6,29,1863,200.0,5,80
6394,22,23,3.6,60,1581,700.0,1,50
6395,35,35,3.3,15,826,300.0,6,60
