,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
2995,59,80,3.9,154,988,0.0,5,51
2996,15,23,2.8,11,645,600.0,6,37
2997,72,0,3.8,48,93,200.0,1,84
2998,39,69,4.0,226,1517,500.0,6,51
2999,0,69,3.6,104,1951,200.0,5,44
3000,37,23,3.5,34,1994,850.0,1,50
3001,68,69,3.8,100,2234,150.0,3,39
3002,94,69,2.9,408,1695,500.0,1,24
3003,82,23,3.4,17,1767,600.0,1,35
3004,41,23,3.3,291,220,1000.0,1,21
3005,45,23,2.5,291,552,700.0,3,19
3006,68,69,3.5,22,579,400.0,3,59
3007,80,23,3.8,199,1233,1200.0,1,36
3008,56,69,2.9,106,579,400.0,6,20
3009,64,24,3.6,161,1736,1400.0,1,25
3010,77,69,3.4,23,609,500.0,1,30
3011,94,24,2.6,50,582,600.0,8,12
3012,59,71,3.6,45,2491,300.0,5,36
3013,45,69,3.7,67,2514,200.0,5,34
3014,44,14,3.8,612,437,900.0,6,17
3015,5,24,3.4,32,2322,600.0,1,19
3016,35,23,3.3,15,1517,300.0,6,53
3017,75,35,3.5,21,1164,200.0,3,80
3018,39,14,2.8,76,355,300.0,6,51
3019,90,69,0.0,0,2493,300.0,5,0
3020,80,34,0.0,0,200,0.0,3,0
3021,7,69,0.0,0,1326,300.0,5,0
3022,45,80,0.0,0,1326,0.0,5,0
3023,86,69,0.0,0,2198,300.0,5,0
3024,16,69,0.0,0,479,300.0,3,0
3025,13,69,0.0,0,2288,300.0,3,0
3026,90,69,0.0,0,479,400.0,5,0
3027,22,69,0.0,0,1064,200.0,3,0
3028,31,69,0.0,0,2464,200.0,3,0
3029,66,23,3.5,221,2059,900.0,8,33
3030,84,69,3.2,9,1326,300.0,6,78
3031,2,69,4.2,84,49,400.0,1,81
3032,50,69,3.9,117,1581,450.0,6,64
3033,67,23,3.8,558,1767,650.0,1,49
3034,94,23,3.8,536,1609,800.0,1,28
3035,68,69,3.9,146,1578,450.0,1,54
3036,13,23,3.6,21,1517,700.0,6,47
3037,0,80,0.0,0,874,0.0,3,0
3038,92,69,3.5,62,865,250.0,5,43
3039,9,69,3.8,151,952,550.0,5,35
3040,5,34,3.8,268,979,0.0,5,68
3041,64,23,3.6,39,2006,500.0,6,79
3042,77,23,3.4,20,644,500.0,1,60
3043,80,23,4.0,236,1609,1200.0,1,56
3044,26,69,3.2,11,2409,200.0,5,55
3045,26,23,3.4,166,1506,900.0,1,16
3046,4,47,3.4,11,2543,400.0,6,73
3047,44,36,3.7,43,835,650.0,1,79
3048,22,16,3.5,174,369,1000.0,1,54
3049,20,24,3.7,73,1913,1500.0,1,60
3050,94,80,0.0,0,200,0.0,3,0
3051,84,80,3.3,7,1300,0.0,5,72
3052,28,14,3.6,32,390,450.0,5,47
3053,20,69,3.7,260,1517,500.0,1,34
3054,37,69,3.1,7,1752,600.0,6,57
3055,34,34,3.6,946,1594,0.0,5,32
3056,60,69,3.6,29,1335,250.0,3,87
3057,67,34,3.2,11,264,0.0,5,73
3058,58,14,4.0,275,390,600.0,6,51
3059,64,23,3.5,101,1581,700.0,6,49
3060,20,69,3.8,436,1114,300.0,1,29
3061,31,69,3.2,15,559,250.0,3,40
3062,90,47,2.7,131,692,700.0,1,8
3063,67,69,3.3,11,2070,500.0,3,91
3064,95,69,0.0,0,1047,250.0,3,0
3065,93,69,3.0,4,2463,250.0,6,50
3066,41,69,0.0,0,2375,350.0,5,0
3067,93,34,0.0,0,2006,0.0,5,0
3068,61,69,0.0,0,865,200.0,6,0
3069,36,69,0.0,0,2351,100.0,3,0
3070,31,80,0.0,0,865,0.0,6,0
3071,8,0,4.3,25,102,500.0,5,72
3072,17,69,3.3,10,2463,200.0,6,60
3073,60,24,3.2,20,1581,500.0,6,75
3074,93,69,4.1,175,1581,850.0,5,96
3075,7,69,3.3,13,865,300.0,3,46
3076,68,55,3.7,64,865,200.0,6,55
3077,75,69,3.2,5,2339,400.0,6,40
3078,36,69,3.8,49,1040,300.0,6,70
3079,75,23,3.4,11,2414,550.0,1,46
3080,59,69,3.7,35,1581,350.0,6,94
3081,45,69,3.5,6,590,250.0,5,50
3082,94,69,3.6,57,561,450.0,6,75
3083,45,80,2.9,8,877,0.0,5,75
3084,94,23,3.2,6,1581,650.0,6,50
3085,31,34,3.1,5,222,0.0,6,40
3086,90,10,3.3,12,183,150.0,5,75
3087,0,69,3.5,37,874,350.0,3,92
3088,50,69,3.5,32,2192,250.0,6,88
3089,32,23,3.4,20,1581,650.0,6,80
3090,32,0,3.0,12,93,400.0,6,84
3091,2,69,3.2,12,479,450.0,6,59
3092,60,69,0.0,0,2463,100.0,3,0
3093,13,43,3.0,8,2006,700.0,6,87
3094,92,34,3.6,15,479,0.0,5,60
3095,45,80,3.2,16,1517,0.0,1,69
3096,45,23,3.4,27,2416,800.0,6,55
3097,74,34,3.7,57,874,0.0,5,82
3098,98,69,3.3,12,234,300.0,5,92
3099,32,69,3.2,7,2125,400.0,5,71
3100,31,63,0.0,0,2181,100.0,1,0
3101,23,69,0.0,0,2463,200.0,3,0
3102,84,80,0.0,0,479,0.0,6,0
3103,90,69,0.0,0,2463,100.0,5,0
3104,94,69,3.3,13,324,400.0,3,100
3105,96,34,3.5,24,515,0.0,5,83
3106,58,69,3.3,8,264,300.0,3,87
3107,0,69,3.2,10,2234,300.0,1,70
3108,42,69,3.3,17,479,300.0,5,64
3109,22,69,3.3,16,874,300.0,3,100
3110,32,47,2.9,18,900,300.0,3,61
3111,50,35,3.4,12,1158,150.0,3,100
3112,66,69,3.5,18,1863,250.0,3,88
3113,22,69,0.0,0,479,350.0,3,0
3114,61,35,3.2,6,1158,150.0,6,50
3115,84,23,3.6,42,638,500.0,3,52
3116,18,23,3.7,103,2057,900.0,1,71
3117,7,23,0.0,0,1362,500.0,5,0
3118,26,80,2.9,47,2464,0.0,5,63
3119,41,69,3.5,52,1517,400.0,5,57
3120,36,69,2.8,10,1517,300.0,3,50
3121,9,23,3.5,41,531,550.0,1,41
3122,84,69,2.7,59,251,300.0,6,39
3123,13,23,3.9,122,1206,700.0,6,42
3124,36,69,3.3,24,479,250.0,6,66
3125,61,69,3.5,43,479,300.0,6,51
3126,84,69,3.2,68,1517,300.0,1,40
3127,68,2,3.7,42,103,300.0,6,84
3128,6,35,3.9,94,818,250.0,6,65
3129,44,14,3.9,151,388,350.0,6,59
3130,97,23,3.2,14,2089,550.0,6,50
3131,51,69,3.9,58,1326,500.0,5,57
3132,93,69,3.1,75,1581,500.0,1,38
3133,81,69,3.4,34,1326,300.0,1,64
3134,64,69,3.6,40,1517,500.0,6,41
3135,48,23,3.7,26,1648,1650.0,6,38
3136,41,23,3.3,239,1766,600.0,1,40
3137,26,23,3.4,67,1767,550.0,6,41
3138,68,14,3.5,69,388,400.0,3,43
3139,84,69,3.9,237,1517,400.0,5,54
3140,44,24,3.6,198,1767,1000.0,1,34
3141,41,69,3.7,144,2224,300.0,1,46
3142,45,69,2.7,15,1367,450.0,6,34
3143,62,69,3.8,40,2494,150.0,3,34
3144,17,23,3.7,35,2106,500.0,1,63
3145,45,69,3.7,257,1198,500.0,6,29
3146,11,69,4.0,320,2494,200.0,3,47
3147,37,69,3.5,332,650,300.0,5,42
3148,6,2,3.3,10,112,350.0,5,70
3149,79,69,4.0,139,1389,200.0,5,43
3150,44,45,3.9,221,1211,2900.0,1,52
3151,42,23,3.9,648,1521,1000.0,6,42
3152,59,23,3.8,239,771,1700.0,1,29
3153,12,23,3.3,20,2093,2900.0,1,20
3154,76,23,4.0,259,2126,600.0,1,31
3155,97,23,3.9,584,2020,1200.0,1,43
3156,17,23,3.9,442,270,600.0,6,64
3157,35,56,3.9,153,1069,2000.0,1,39
3158,0,23,3.7,174,1736,750.0,7,28
3159,59,24,2.8,75,1199,1250.0,6,36
3160,90,23,3.6,277,1581,800.0,1,43
3161,91,69,0.0,0,2243,300.0,6,0
3162,5,69,0.0,0,865,150.0,3,0
3163,4,69,0.0,0,2099,200.0,3,0
3164,31,69,0.0,0,1581,300.0,3,0
3165,84,69,0.0,0,2463,100.0,3,0
3166,42,69,0.0,0,1581,200.0,3,0
3167,84,69,0.0,0,200,250.0,6,0
3168,75,69,3.3,15,2455,300.0,3,46
3169,18,69,3.8,76,1736,500.0,5,69
3170,59,69,3.7,150,2024,500.0,6,30
3172,14,34,0.0,0,251,0.0,3,0
3173,90,69,3.9,80,2351,150.0,1,62
3174,52,24,4.0,187,742,750.0,6,71
3175,28,23,3.9,392,573,700.0,1,38
3176,42,69,4.1,115,2281,500.0,5,63
3177,11,69,3.0,4,559,300.0,6,75
3178,3,23,3.7,99,682,500.0,6,47
3179,44,23,3.8,697,2043,750.0,1,25
3180,35,15,4.3,279,345,1000.0,1,72
3181,61,23,3.2,165,1699,700.0,1,38
3182,95,35,3.7,45,1167,300.0,6,68
3183,98,34,0.0,0,1980,0.0,5,0
3184,45,69,3.9,63,2449,400.0,6,51
3185,17,24,4.0,103,1249,1700.0,1,59
3186,90,14,0.0,0,426,900.0,6,0
3187,84,23,3.3,13,1960,500.0,6,92
3188,44,25,3.8,303,1917,1000.0,1,22
3190,2,23,2.7,155,2113,600.0,1,17
3191,17,69,3.6,115,1406,700.0,1,27
3192,68,23,3.7,123,1767,850.0,6,33
3193,72,69,3.6,45,2006,800.0,5,56
3194,31,69,3.4,16,2145,500.0,5,94
3195,68,23,3.4,19,2096,1000.0,6,90
3196,41,69,0.0,0,865,200.0,6,0
3197,50,14,3.4,13,351,250.0,6,85
3198,90,63,3.2,7,2182,100.0,3,72
3199,94,69,3.1,4,2080,300.0,3,100
3200,22,69,0.0,0,903,200.0,5,0
3201,92,34,0.0,0,2198,0.0,5,0
3202,61,69,3.1,4,2510,400.0,3,100
3203,22,69,0.0,0,1365,500.0,6,0
3204,45,10,0.0,0,176,300.0,5,0
3205,31,69,0.0,0,283,200.0,3,0
3206,42,69,0.0,0,865,200.0,3,0
3207,6,69,0.0,0,479,300.0,5,0
3208,50,34,0.0,0,1931,0.0,5,0
3209,84,47,0.0,0,2463,200.0,3,0
3210,5,34,0.0,0,1517,0.0,5,0
3211,84,69,0.0,0,2351,300.0,3,0
3212,47,69,0.0,0,865,250.0,5,0
3213,88,69,0.0,0,200,300.0,3,0
3214,94,69,3.5,19,2398,400.0,3,68
3215,90,69,3.7,48,1736,550.0,5,98
3216,75,69,3.4,12,1374,350.0,1,50
3217,45,34,3.8,173,1931,0.0,6,39
3218,71,14,3.2,6,388,300.0,6,66
3219,34,34,3.3,9,1517,0.0,3,78
3220,95,69,3.7,40,1581,500.0,1,86
3221,94,69,3.4,25,1581,400.0,6,76
3222,84,69,0.0,0,2191,300.0,5,0
3223,42,69,3.8,59,1517,400.0,5,49
3224,38,23,0.0,0,561,500.0,1,0
3225,41,35,3.3,15,1158,150.0,5,73
3226,53,47,3.4,24,2169,800.0,1,25
3227,2,69,0.0,0,2288,150.0,3,0
3228,42,47,0.0,0,2444,200.0,6,0
3229,42,24,3.5,13,1581,1000.0,1,77
3230,5,80,0.0,0,1581,0.0,1,0
3231,31,80,3.4,15,2388,0.0,5,100
3232,92,80,3.2,8,515,0.0,5,100
3233,61,69,3.3,12,596,400.0,3,92
3234,68,69,3.5,25,2198,300.0,3,92
3235,80,69,3.9,33,1581,400.0,3,79
3236,73,69,3.3,17,516,400.0,6,94
3237,67,69,3.4,50,246,350.0,3,68
3238,5,69,2.9,4,888,300.0,5,40
3239,17,23,3.3,20,267,700.0,1,65
3240,9,69,3.5,22,1326,600.0,3,63
3241,90,69,3.7,89,1677,450.0,6,84
3242,32,80,3.2,9,980,0.0,5,56
3243,80,69,3.6,15,936,450.0,6,73
3244,67,69,3.9,33,1517,600.0,3,73
3245,4,69,3.2,5,1581,400.0,6,100
3246,91,14,0.0,0,388,300.0,6,0
3247,90,34,0.0,0,168,0.0,1,0
3248,91,23,0.0,0,1736,700.0,6,0
3249,90,69,0.0,0,479,400.0,1,0
3250,6,69,0.0,0,923,450.0,6,0
3251,9,69,3.7,59,479,200.0,3,96
3252,5,69,0.0,0,1517,250.0,5,0
3253,9,69,0.0,0,2297,250.0,5,0
3254,90,69,3.6,21,1594,700.0,5,95
3255,32,80,0.0,0,264,0.0,6,0
3256,67,69,0.0,0,142,300.0,3,0
3257,67,69,3.3,13,1980,500.0,5,84
3258,13,69,0.0,0,2360,300.0,5,0
3259,80,69,3.2,6,215,400.0,3,67
3260,7,69,3.1,6,865,250.0,6,100
3261,31,69,3.1,10,874,350.0,6,40
3262,86,69,3.2,6,882,200.0,6,66
3263,68,69,3.4,16,865,250.0,3,100
3264,88,69,3.1,6,2239,250.0,3,67
3265,31,80,2.7,46,1517,0.0,5,53
3266,45,41,3.4,13,178,250.0,3,61
3267,68,34,3.1,75,1951,0.0,5,40
3268,32,37,3.8,37,818,250.0,3,73
3269,68,69,3.3,13,333,150.0,3,92
3270,61,69,3.8,100,1473,350.0,5,32
3271,60,69,2.9,7,2463,250.0,6,42
3272,6,69,3.8,313,1863,450.0,3,59
3273,41,7,2.9,20,492,1500.0,6,35
3274,97,23,3.1,9,479,250.0,5,56
3275,53,67,3.5,251,1099,2000.0,1,42
3276,37,69,3.4,719,264,300.0,3,36
3277,42,69,3.2,8,1707,400.0,3,25
3278,16,69,3.7,76,865,450.0,3,46
3279,42,23,3.6,54,579,1000.0,1,46
3280,2,80,3.0,6,1581,0.0,5,49
3281,64,69,3.5,84,561,400.0,6,50
3282,95,69,3.7,82,2476,250.0,5,45
3283,31,47,3.4,96,515,400.0,1,44
3284,95,14,3.8,119,388,550.0,1,74
3285,90,79,2.8,16,1442,0.0,5,19
3286,68,69,3.5,34,1326,300.0,5,67
3287,94,69,3.5,178,1581,500.0,8,37
3288,83,69,3.7,67,256,500.0,1,47
3289,45,69,3.4,37,264,350.0,5,38
3290,2,69,3.7,87,2351,300.0,3,34
3291,90,69,3.8,50,865,150.0,5,50
3292,84,69,3.5,192,479,300.0,5,53
3293,42,23,3.6,65,577,600.0,1,58
3294,12,23,3.7,42,1727,600.0,1,45
3295,51,23,3.8,74,1758,1000.0,6,54
3296,31,23,3.2,48,1985,900.0,1,30
3297,5,23,2.9,209,2016,600.0,1,19
3298,7,23,3.2,17,1581,500.0,6,41
3299,5,0,3.8,79,93,450.0,5,63
3300,67,2,3.8,172,102,200.0,7,36
3301,13,69,3.6,113,2463,300.0,5,23
3302,42,23,3.7,102,479,450.0,1,38
3303,56,23,4.0,444,697,650.0,6,38
3304,90,23,3.4,129,1787,1600.0,1,23
3305,45,69,3.0,255,2406,300.0,7,40
3306,95,23,2.8,22,1803,450.0,5,9
3307,67,23,3.8,737,692,650.0,1,35
3308,57,23,3.1,9,1703,700.0,6,45
3309,90,0,3.6,27,93,100.0,1,29
3310,61,35,3.8,78,1164,200.0,5,36
3311,59,69,3.6,109,1467,300.0,3,46
3312,2,69,3.4,217,2351,300.0,1,38
3313,92,69,0.0,0,1047,300.0,3,0
3314,24,35,0.0,0,814,100.0,3,0
3315,50,0,0.0,0,814,300.0,3,0
3316,50,69,0.0,0,1581,600.0,6,0
3317,84,69,0.0,0,479,300.0,3,0
3318,25,23,3.8,491,1505,800.0,1,27
3319,62,44,2.3,1019,1736,1200.0,6,17
3321,73,69,0.0,0,479,350.0,5,0
3322,94,69,0.0,0,2320,500.0,3,0
3323,94,69,3.5,66,556,450.0,6,90
3324,31,23,3.4,13,638,500.0,1,62
3325,41,23,3.8,31,226,500.0,3,94
3326,9,69,3.5,18,1517,300.0,5,28
3327,7,23,0.0,0,1326,500.0,1,0
3328,92,69,3.8,23,2461,600.0,5,69
3329,92,69,0.0,0,874,200.0,5,0
3330,5,69,3.8,74,2154,400.0,5,95
3331,94,14,4.1,157,388,550.0,1,84
3332,77,34,0.0,0,349,0.0,1,0
3333,9,80,3.3,4,264,0.0,3,100
3334,9,3,3.6,28,815,250.0,1,32
3335,59,69,0.0,0,1140,250.0,5,0
3336,59,69,3.8,48,865,100.0,5,42
3337,75,23,3.8,135,1326,600.0,5,57
3338,94,69,3.2,10,2463,150.0,5,90
3339,41,80,3.1,4,2280,0.0,6,100
3340,5,69,3.6,38,1581,500.0,3,94
3341,68,69,3.5,58,1581,400.0,1,57
3342,80,25,3.6,17,76,1000.0,6,76
3343,28,23,2.7,145,1002,500.0,7,27
3344,33,24,2.6,23,2083,700.0,1,13
3345,7,23,3.7,26,1887,500.0,1,37
3346,94,69,3.1,4,1517,250.0,3,75
3347,31,69,3.5,40,479,250.0,3,91
3348,88,69,3.2,7,874,400.0,5,72
3349,61,69,3.0,4,2318,500.0,3,75
3350,32,69,0.0,0,1983,550.0,3,0
3351,66,23,0.0,0,1581,850.0,1,0
3352,57,23,0.0,0,1648,1000.0,5,0
3353,90,34,0.0,0,1517,0.0,5,0
3354,31,69,0.0,0,603,550.0,6,0
3355,98,34,0.0,0,1424,0.0,3,0
3356,0,69,0.0,0,1657,500.0,6,0
3357,13,69,0.0,0,865,200.0,5,0
3358,90,69,0.0,0,1783,350.0,6,0
3359,4,34,0.0,0,1517,0.0,1,0
3360,66,0,0.0,0,93,300.0,3,0
3361,69,34,0.0,0,172,0.0,5,0
3362,17,69,0.0,0,2463,150.0,3,0
3363,69,34,0.0,0,865,0.0,5,0
3364,45,69,0.0,0,479,300.0,3,0
3365,18,69,0.0,0,2463,150.0,3,0
3366,90,34,0.0,0,2006,0.0,3,0
3367,60,69,0.0,0,2463,150.0,3,0
3368,65,34,0.0,0,264,0.0,5,0
3369,32,69,0.0,0,1517,300.0,3,0
3370,75,69,0.0,0,1973,300.0,6,0
3371,90,76,2.9,5,1442,200.0,5,40
3372,71,23,3.1,8,579,500.0,6,49
3373,5,69,3.6,79,1326,350.0,3,65
3374,44,69,3.8,35,1517,350.0,1,68
3375,58,23,3.2,8,1707,600.0,6,87
3376,92,69,3.6,37,1581,600.0,6,78
3377,26,80,3.6,23,2463,0.0,3,87
3378,55,23,3.8,33,1185,800.0,6,82
3379,94,47,0.0,0,1888,250.0,3,0
3380,22,69,0.0,0,2457,200.0,3,0
3381,50,69,2.9,4,1648,400.0,6,75
3382,13,34,0.0,0,241,0.0,5,0
3383,64,69,3.3,13,874,200.0,3,45
3384,4,69,3.4,16,985,150.0,5,57
3385,31,69,3.6,32,865,400.0,5,73
3386,4,69,3.5,18,931,550.0,6,78
3387,41,69,3.5,28,200,300.0,3,82
3388,64,23,3.6,42,1603,1200.0,6,60
3389,42,69,3.3,28,2188,250.0,6,85
3390,6,69,3.4,31,1656,500.0,5,81
3391,59,69,3.5,18,865,450.0,5,88
3392,96,34,3.1,6,200,0.0,3,100
3393,93,80,2.6,17,142,0.0,5,53
3394,84,69,3.4,15,1581,350.0,5,93
3395,73,14,3.2,4,338,500.0,1,60
3396,41,69,3.1,6,515,200.0,5,100
3397,41,69,3.1,6,1581,500.0,3,83
3398,90,53,0.0,0,338,250.0,1,0
3399,32,80,0.0,0,865,0.0,5,0
3400,45,34,3.0,4,2276,0.0,5,75
3401,75,69,0.0,0,1326,150.0,3,0
3402,90,80,3.5,17,1561,0.0,5,100
3403,60,69,3.3,15,2463,200.0,1,60
3404,13,69,3.3,12,874,150.0,5,92
3405,85,69,0.0,0,2161,400.0,6,0
3406,64,69,3.4,17,1517,300.0,5,100
3407,17,69,3.2,13,2016,400.0,6,70
3408,46,50,3.6,32,1465,150.0,3,91
3409,41,69,0.0,0,1554,400.0,6,0
3410,44,7,4.0,318,790,1300.0,1,58
3411,90,69,3.8,88,865,350.0,5,76
3412,31,69,3.5,36,479,500.0,1,33
3413,98,69,3.7,56,1517,400.0,3,89
3414,94,69,3.3,23,2437,500.0,5,92
3415,75,69,3.7,37,2449,200.0,5,68
3416,90,14,3.4,13,364,300.0,3,85
3417,31,69,3.0,6,1581,400.0,5,67
3418,7,80,2.6,40,2546,0.0,3,44
3419,60,69,3.5,53,283,500.0,3,55
3420,68,24,3.4,32,1607,700.0,6,43
3421,36,69,3.7,26,1047,300.0,6,53
3422,4,23,3.6,159,2422,400.0,6,40
3423,60,0,3.5,14,112,300.0,6,72
3424,51,69,3.7,19,2335,600.0,6,47
3425,58,64,3.2,12,2182,100.0,6,34
3426,5,35,3.7,30,830,100.0,3,61
3427,36,69,3.3,11,865,300.0,3,55
3428,84,69,3.1,92,1338,300.0,3,37
3429,68,69,4.3,168,2315,350.0,3,58
3430,97,19,3.5,41,379,300.0,1,32
3431,60,69,3.2,7,874,200.0,5,71
3432,42,23,3.5,29,579,700.0,1,55
3433,64,69,3.6,40,1951,400.0,6,41
3434,51,23,3.8,111,2129,1050.0,1,47
3435,67,69,3.2,31,2329,650.0,1,36
3436,31,23,3.3,15,1784,600.0,5,59
3437,4,69,3.4,47,1517,350.0,5,40
3438,32,69,3.4,68,479,400.0,1,38
3439,63,23,3.1,5,617,800.0,6,20
3440,32,69,3.8,124,1804,300.0,6,49
3441,5,23,3.7,385,1581,500.0,7,41
3442,32,69,3.8,129,656,400.0,6,51
3443,67,80,4.0,478,1146,0.0,5,46
3444,53,23,3.5,322,49,700.0,1,25
3445,67,0,3.4,14,102,400.0,2,93
3446,17,69,3.8,49,2351,250.0,3,35
3447,86,47,3.8,29,2525,450.0,6,48
3448,61,23,3.4,60,1964,500.0,1,28
3449,90,14,3.8,171,338,500.0,1,36
3450,32,23,3.8,73,2228,500.0,3,44
3451,97,23,3.3,20,2124,500.0,1,50
3452,0,23,3.7,125,1767,750.0,1,29
3453,61,69,3.8,474,2244,500.0,8,37
3454,53,69,3.8,408,1111,200.0,4,35
3455,42,23,3.4,25,2106,400.0,5,68
3456,63,23,3.4,224,2410,900.0,1,24
3457,67,23,3.4,17,1581,500.0,1,64
3458,68,24,3.5,28,1779,1200.0,6,50
3459,42,69,3.5,29,590,350.0,5,38
3460,97,69,3.2,71,1989,500.0,1,30
3461,35,23,3.6,189,1609,1300.0,1,29
3462,91,76,3.5,45,1443,250.0,6,16
3463,16,69,3.9,94,2463,150.0,6,77
3464,97,23,3.4,199,2341,1000.0,1,22
3465,84,23,2.8,33,1738,1600.0,1,18
3466,71,69,3.4,18,1648,350.0,6,55
3467,17,23,3.8,114,2006,1100.0,7,37
3468,24,3,3.7,139,112,200.0,5,29
3469,7,24,3.4,40,1725,1000.0,1,28
3470,16,23,3.6,230,635,850.0,6,41
3471,35,35,3.6,60,830,300.0,1,53
3472,7,69,0.0,0,1517,200.0,5,0
3473,60,14,0.0,0,338,400.0,3,0
3474,31,69,3.6,77,1878,400.0,6,29
3475,45,23,3.7,136,1417,700.0,6,66
3476,49,9,3.8,157,1072,1100.0,1,41
3477,75,69,3.4,81,1951,450.0,5,61
3478,75,23,3.9,315,2028,1200.0,1,44
3479,72,69,3.3,10,1573,300.0,5,60
3480,41,2,3.6,72,102,350.0,8,29
3481,37,69,3.2,14,2351,250.0,6,93
3482,41,69,4.0,210,1594,500.0,6,62
3483,17,23,3.6,48,630,800.0,6,44
3484,59,69,2.9,143,865,400.0,6,33
3485,94,76,3.1,10,1442,500.0,6,20
3486,90,69,3.5,27,479,500.0,5,85
3487,45,24,3.7,263,1581,1000.0,6,29
3488,90,69,0.0,0,142,300.0,3,0
3489,37,23,3.4,257,479,650.0,1,24
3490,37,23,3.5,132,2131,700.0,6,26
3491,45,34,3.2,13,479,0.0,5,84
3492,9,69,3.1,34,282,500.0,3,76
3493,51,80,3.2,7,1555,0.0,5,100
3494,21,43,3.2,20,1517,400.0,6,30
3495,93,69,3.1,45,1307,400.0,6,54
3496,97,69,3.3,67,1517,300.0,5,51
3497,81,34,0.0,0,2188,0.0,5,0
3498,34,34,3.5,96,994,0.0,3,45
3499,5,7,3.8,284,794,1400.0,6,49
3500,49,69,3.5,20,2354,200.0,5,50
3501,26,24,2.9,189,1894,850.0,1,17
3503,26,23,3.2,155,1668,600.0,1,17
3504,74,23,3.6,604,2007,700.0,1,26
3505,33,23,2.7,106,579,600.0,1,20
3506,28,71,3.9,170,193,300.0,5,39
3507,64,23,3.1,67,1581,550.0,2,28
3508,37,23,3.7,551,261,600.0,1,30
3509,5,80,0.0,0,1517,0.0,5,0
3510,84,63,0.0,0,2181,100.0,3,0
3511,71,69,0.0,0,2406,450.0,6,0
3512,7,69,2.9,4,1464,200.0,3,25
3513,32,14,3.1,4,392,500.0,3,50
3514,4,47,3.2,8,1869,200.0,3,100
3515,37,69,0.0,0,825,200.0,3,0
3516,4,69,0.0,0,200,400.0,3,0
3517,45,69,0.0,0,2351,350.0,6,0
3518,58,80,0.0,0,1517,0.0,3,0
3519,90,34,0.0,0,1517,0.0,5,0
3520,32,1,0.0,0,99,500.0,3,0
3521,34,34,0.0,0,1589,0.0,5,0
3522,36,69,0.0,0,1367,500.0,6,0
3523,31,69,3.0,4,267,700.0,5,25
3524,75,69,3.7,38,2463,150.0,5,63
3525,51,23,3.3,7,1609,999.0,6,43
3526,41,69,3.4,14,865,300.0,6,93
3527,24,69,0.0,0,1648,600.0,5,0
3528,80,80,0.0,0,1119,0.0,5,0
3529,13,69,0.0,0,579,500.0,5,0
3530,59,69,3.4,19,1517,300.0,5,53
3531,31,35,0.0,0,1164,300.0,5,0
3532,0,69,3.2,9,1489,400.0,5,89
3533,41,47,3.1,4,2191,150.0,3,100
3534,42,69,3.5,31,2264,350.0,3,87
3535,5,69,3.1,8,671,500.0,6,87
3536,61,35,0.0,0,1158,200.0,6,0
3537,31,69,3.0,17,1581,350.0,3,35
3538,53,80,3.7,63,1855,0.0,5,95
3539,60,69,3.1,15,1863,400.0,6,47
3540,37,23,3.3,73,1652,600.0,3,41
3541,68,69,0.0,0,479,500.0,3,0
3542,45,10,3.2,9,173,150.0,6,78
3543,22,69,3.4,19,1517,200.0,3,90
3544,50,69,0.0,0,2463,150.0,3,0
3545,32,69,0.0,0,1517,400.0,5,0
3546,93,69,3.5,16,1609,600.0,6,94
3547,7,69,3.3,12,1872,450.0,1,75
3548,22,79,3.0,6,1442,0.0,5,83
3549,32,34,3.3,11,1517,0.0,3,100
3550,68,24,3.7,66,134,1400.0,6,92
3551,31,69,3.1,5,479,400.0,5,80
3552,74,50,2.8,10,313,300.0,1,40
3553,65,69,3.0,12,479,450.0,3,58
3554,63,69,3.0,8,865,350.0,3,75
3555,45,35,2.5,29,830,250.0,6,34
3556,4,23,3.7,48,1326,500.0,3,90
3557,88,69,3.2,5,900,400.0,6,20
3558,37,23,3.5,63,531,800.0,6,43
3559,5,69,3.8,219,722,450.0,6,51
3560,15,14,3.5,22,338,350.0,6,68
3561,98,69,3.0,93,2016,400.0,5,48
3562,65,69,0.0,0,2161,250.0,3,0
3563,93,69,3.5,107,1581,500.0,6,56
3564,82,23,3.6,101,773,1200.0,1,53
3565,56,69,3.8,90,2406,200.0,6,32
3566,90,80,3.8,367,84,0.0,5,45
3567,6,69,3.3,12,264,300.0,5,92
3568,65,69,3.5,25,1464,100.0,3,80
3569,68,23,3.3,10,1581,500.0,1,90
3570,84,69,3.7,13,2463,200.0,6,77
3571,94,69,3.8,351,1517,300.0,3,49
3572,84,23,3.3,53,1767,600.0,1,54
3573,71,23,3.4,32,1517,400.0,6,53
3574,17,24,4.1,294,1457,1300.0,1,74
3575,76,14,3.8,133,338,300.0,6,45
3576,63,69,3.7,33,1326,500.0,1,43
3577,84,23,3.1,144,2106,600.0,1,24
3578,45,69,3.7,46,2463,150.0,3,60
3579,67,69,3.7,39,865,250.0,5,54
3580,86,76,3.7,58,1451,200.0,1,47
3581,9,76,3.6,54,1451,200.0,6,49
3582,97,69,3.7,111,1326,500.0,6,44
3583,31,69,3.5,79,2463,150.0,5,25
3584,66,69,3.6,41,200,350.0,5,54
3585,5,69,3.3,77,1112,350.0,5,39
3586,45,69,2.2,361,267,600.0,1,15
